id,label_en,label_fr,label_ar,category,category_fr,category_ar
off-danette-chocolate-8e64c0,Danette Chocolate,Danette chocolat,دانيت شوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-danette-flan-vanille-027e1b,Danette Vanilla Flan,Danette flan vanille,دانيت فلان فانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-danino-80b9e3,Danino,Danino,دانينو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-danone-865d66,Danone,Danone,دانون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-danone-le-nature-49f21b,Danone Plain Yogurt,Danone nature,دانون طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-danup-fraise-e72193,DanUp Strawberry,DanUp fraise,دان أب فراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-daya-fraise-113a27,Daya Strawberry,Daya fraise,دايا فراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-dessert-gourmand-choco-c238d4,Gourmet Chocolate Dessert,Dessert gourmand chocolat,حلوى فاخرة بالشوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-dessert-gusto-vaniglia-con-panna-48a40d,Vanilla Cream Dessert,Dessert vanille à la crème,حلوى فانيليا بالكريمة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-dessert-lacte-pech-passion-e52d3c,Peach Passion Dairy Dessert,Dessert lacté pêche passion,حلوى ألبان بالخوخ والباشن فروت,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-dessert-lait-730963,Milk Dessert,Dessert au lait,حلوى بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-dolca-chocolate-con-leche-5bd083,Dolca Milk Chocolate,Dolca chocolat au lait,شوكولاتة دولكا بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-dost-c69ba5,Dost,Dost,دوست,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-double-z-ro-cerise-d44dbd,Double Zero Cherry,Double Zéro cerise,دابل زيرو كرز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-fondu-tartiner-bac132,Spreadable Processed Cheese,Fromage fondu à tartiner,جبن مطبوخ قابل للدهن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-frais-au-lait-de-vache-9e810c,Fresh Cow Milk Cheese,Fromage frais au lait de vache,جبن طازج من حليب البقر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-le-petit-moul-nature-00e893,Le Petit Moulé Plain Cheese,Fromage Le Petit Moulé nature,جبن لو بوتي موليه طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-muscly-e31019,Muscly Cheese,Fromage Muscly,جبن موسكلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-slice-burger-cheddar-851eb1,Cheddar Burger Cheese Slices,Tranches cheddar pour burger,شرائح جبن شيدر للبرغر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-tartare-87229c,Tartare Cheese,Fromage Tartare,جبن تارتار,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-tranches-pour-sandwich-bac55d,Cheese Slices for Sandwich,Fromage en tranches pour sandwich,شرائح جبن للسندويتش,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fromage-tartiner-nature-e5c1e0,Plain Spreadable Cheese,Fromage à tartiner nature,جبن قابل للدهن طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fru-fru-framboos-922ce7,Fru Fru Raspberry,Fru Fru framboise,فرو فرو توت العليق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fruits-cerise-cherry-344a3c,Cherry Dairy Dessert,Dessert lacté cerise,حلوى ألبان بالكرز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fruits-muesli-et-noix-d93d62,Muesli and Nuts Dairy Dessert,Dessert lacté muesli et noix,حلوى ألبان بالموسلي والمكسرات,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fruity-1bf6ba,Fruity,Fruity,فروتي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-fr-galior-7e670c,Frégalior,Frégalior,فريغاليور,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ftoury-fromage-blanc-25ae0e,Ftoury Fromage Blanc,Ftoury fromage blanc,فطوري فرماج بلان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-full-cream-sweetened-condensed-milk-271-29daa1,Full Cream Sweetened Condensed Milk,Lait concentré sucré entier,حليب مكثف محلى كامل الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ghilal-panach-3a32d8,Ghilal Mixed Fruit,Ghilal panaché,غلال مشكل,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ghilal-p-che-vanille-91f38c,Ghilal Peach Vanilla,Ghilal pêche vanille,غلال خوخ وفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-gianduia-43e229,Gianduja Chocolate,Chocolat gianduja praliné,شوكولاتة جياندوجا بالبندق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-goat-cheese-log-plain-339819,Plain Goat Cheese Log,Bûche de chèvre nature,لفافة جبن ماعز طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-gorgonzola-dolce-cubetti-b1f139,Gorgonzola Sweet Cubes,Gorgonzola dolce en cubes,مكعبات غورغونزولا حلوة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-gouda-caca00,Gouda,Gouda,جبن غودا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-gran-cucina-sos-41f2d4,Gran Cucina Sauce,Sauce Gran Cucina,صلصة غران كوتشينا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-grana-padano-7c31de,Grana Padano,Grana Padano,غرانا بادانو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-grana-padano-grattugiato-80ac27,Grated Grana Padano,Grana Padano râpé,غرانا بادانو مبشور,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-grec-boire-423779,Greek Drinking Yogurt,Yaourt grec à boire,زبادي يوناني للشرب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-gruy-re-igp-france-0c8a5a,Gruyère IGP France,Gruyère IGP France,غرويير فرنسي IGP,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-honig-salz-mandel-9ccfbf,Honey Salt Almond Chocolate,Chocolat amandes miel et sel,شوكولاتة باللوز والعسل والملح,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-hulala-a4f7ee,Hulala,Hulala,هولالا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jamila-maxi-0a6f98,Jamila Maxi,Jamila Maxi,جميلة ماكسي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jamila-6d158e,Jamila Raibi,Jamila Raïbi,جميلة رايبي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jao-3511fd,Jao Tropical,Jao tropical,جاو استوائي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jben-d500fc,Jben,Jben,جبن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jben-chergui-57335b,Jben Chergui,Jben Chergui,جبن شرقي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jben-jaouda-2-962a5e,Jben Jaouda x2,Jben Jaouda x2,جبن جودة ×2,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jebli-144a23,Jebli,Jebli,جبلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-panier-de-yoplait-83f07b,Yoplait Basket,Panier de Yoplait,بانيه يوبلاي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jebli-ail-et-thym-8b2f24,Jebli Garlic Thyme,Jebli ail et thym,جبلي بالثوم والزعتر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jebli-original-a1ea91,Jebli Original,Jebli original,جبلي أصلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jibal-0a41ff,Jibal UHT Milk,Jibal UHT,جبال حليب UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jibal-mangue-1571c7,Jibal Mango,Jibal mangue,جبال مانجو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jibal-yugurt-boire-e416af,Jibal Drinking Yogurt,Jibal yaourt à boire,جبال زبادي للشرب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jibi-f12802,Jibi,Jibi,جيبي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jnane-22696e,Jnane,Jnane,جنان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-jnane-nature-sans-sucre-f84da6,Jnane Plain Unsweetened,Jnane nature sans sucre,جنان طبيعي بدون سكر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-khayrat-f40236,Khayrat Cheese Slices,Khayrat tranches,الخيرات شرائح جبن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-kiri-165e04,Kiri,Kiri,كيري,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-kiri-brass-fraise-f5e785,Kiri Stirred Strawberry,Kiri brassé fraise,كيري مخفوق بالفراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-kiri-creme-8-portions-26c676,Kiri Cream 8 Portions,Kiri crème 8 portions,كيري كريم 8 حصص,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-kiri-duo-yaourt-m-re-et-myrtille-cd658c,Kiri Duo Yogurt Blackberry Blueberry,Kiri Duo yaourt mûre et myrtille,كيري ديو زبادي بالتوت الأسود والتوت الأزرق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-kruger-czekolada-shogetten-kids-78b632,Shogetten Kids Chocolate,Chocolat Shogetten Kids,شوكولاتة شوغيتن للأطفال,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-k-fir-2ac827,Kefir,Kéfir,كفير,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-k-fir-fresa-pl-tano-e3c611,Strawberry Banana Kefir,Kéfir fraise banane,كفير بالفراولة والموز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-k-fir-natural-0-917dbc,Plain Kefir 0%,Kéfir nature 0%,كفير طبيعي 0٪,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-k-fir-pastoret-mango-5e7bd1,Pastoret Mango Kefir,Kéfir Pastoret mangue,كفير باستوريت بالمانجو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-k-sschen-20-st-ck-cdb707,Küsschen Chocolate 20 Pieces,Küsschen 20 pièces,شوكولاتة كوشن 20 قطعة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-l-original-lait-e5cc11,L'Original Milk,L'Original lait,لوريجينال بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-b-che-fondante-aefc4e,Melting Cheese Log,La bûche fondante,لفافة جبن ذائبة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-hollandaise-e294a9,La Hollandaise,La Hollandaise,لا هولنديز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-hollandaise-80-cheddar-d9bd33,La Hollandaise Cheddar 8 Portions,La Hollandaise cheddar 8 portions,لا هولنديز شيدر 8 حصص,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-hollandaise-cheddar-p64-6c4189,La Hollandaise Cheddar,La Hollandaise cheddar,لا هولنديز شيدر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-motte-demi-sel-pr-sident-d429de,Président La Motte Semi-Salted Butter,La Motte demi-sel Président,زبدة بريزيدون لا موت نصف مملحة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-vache-qui-rit-f84aab,The Laughing Cow,La Vache qui rit,البقرة الضاحكة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-la-vache-qui-rit-red-cheese-flavoured-96a346,The Laughing Cow Red Cheese Flavor,La Vache qui rit goût fromage rouge,البقرة الضاحكة بنكهة الجبن الأحمر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-100-fran-ais-matin-l-ger-demi-cr-m-85ab2c,Matin Léger Semi-Skimmed Milk,Lait demi-écrémé Matin Léger,حليب ماتان ليجيه نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-amandes-7a6c9d,Almond Milk,Lait d'amande,حليب اللوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-bio-demi-cr-m-sans-lactose-6359cc,Organic Lactose-Free Semi-Skimmed Milk,Lait bio demi-écrémé sans lactose,حليب عضوي نصف الدسم بدون لاكتوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-choco-lactel-09b0c1,Lactel Chocolate Milk,Lait chocolaté Lactel,حليب شوكولاتة لاكتيل,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-concentr-sucr-284535,Sweetened Condensed Milk,Lait concentré sucré,حليب مكثف محلى,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-de-chevre-f0f77b,Goat Milk,Lait de chèvre,حليب الماعز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-me-uht-jaouda-b98a19,Jaouda Semi-Skimmed UHT Milk,Lait demi-écrémé UHT Jaouda,حليب جودة نصف الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-demi-cr-m-dcdecd,Semi-Skimmed Milk,Lait demi-écrémé,حليب نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-d-amande-fbbcec,Almond Milk,Lait d’amande,حليب اللوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-grand-coeur-83ccb8,Grand Coeur Whole Milk,Lait entier Grand Coeur,حليب غراند كور كامل الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-entier-uht-9e4556,Whole UHT Milk,Lait entier UHT,حليب كامل الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-15-jours-87f88d,Fresh Milk 15 Days,Lait frais 15 jours,حليب طازج 15 يوم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-demi-cr-m-1a04e0,Fresh Semi-Skimmed Milk,Lait frais demi-écrémé,حليب طازج نصف الدسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-milch-extra-1d104c,Extra Milk Chocolate,Chocolat extra au lait,شوكولاتة إضافية بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-frais-pasteurise-96812d,Fresh Pasteurized Milk,Lait frais pasteurisé,حليب طازج مبستر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-jaouda-38f88f,Jaouda Milk,Lait Jaouda,حليب جودة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-naturel-3fd8a8,Natural Milk,Lait naturel,حليب طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-sans-lactose-362e4e,Lactose-Free Milk,Lait sans lactose,حليب بدون لاكتوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lait-clats-de-caramel-c-r-ales-souffl-es-c5a54b,Milk Chocolate Caramel Crispy Cereal,Chocolat au lait éclats de caramel et céréales soufflées,شوكولاتة بالحليب مع قطع كراميل وحبوب مقرمشة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-laitn-uht-entier-ec8233,Whole UHT Milk,Lait UHT entier,حليب كامل الدسم UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lben-carton-pasteuriser-585f4c,Pasteurized Lben Carton,Lben en carton pasteurisé,لبن مبستر في علبة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lben-pasteuris-01b746,Pasteurized Lben,Lben pasteurisé,لبن مبستر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-lben-rafii-137715,Rafii Lben,Lben Rafii,لبن رفيع,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-beurre-doux-l-ger-41-mg-barquette-0c82ce,Light Unsalted Butter 41% Fat,Beurre doux léger 41% MG barquette,زبدة خفيفة غير مملحة 41٪ دسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-blanc-nature-1f6bf1,Plain White Cheese,Le blanc nature,جبن أبيض طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-bon-brie-6e28cd,Le Bon Brie,Le Bon Brie,لو بون بري,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-bon-lait-marrakech-4f69b4,Le Bon Lait Marrakech,Le Bon Lait Marrakech,لو بون ليه مراكش,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-brie-pb-b482b6,Le Brie,Le Brie,لو بري,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-camembert-fromage-patte-molle-au-lait-pasteuris-6ef00e,Camembert Soft Cheese Pasteurized Milk,Camembert fromage à pâte molle au lait pasteurisé,كامامبير جبن طري من حليب مبستر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-gourmand-cr-me-dessert-chocolat-f223ae,Le Gourmand Chocolate Cream Dessert,Le Gourmand crème dessert chocolat,لو غورمان حلوى كريمية بالشوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-go-t-primeur-5c1091,Le Goût Primeur,Le Goût Primeur,لو غو بريمور,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-l-ger-20-mg-doux-barquette-529ebd,Light Unsalted Butter 20% Fat,Le léger 20% MG doux barquette,زبدة خفيفة غير مملحة 20٪ دسم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-mini-de-chergui-5093ac,Chergui Mini,Le mini de Chergui,ميني شرقي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-nature-cd7cf7,Plain Yogurt,Le nature,طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-le-triangle-fondant-5227cd,Melting Triangle Cheese,Le triangle fondant,مثلث جبن ذائب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
